model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
mistral:7b,NIG29459,E,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.53,Other Actors,0.7873799725651577,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,NIG19847,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.54,Other Actors,0.7873799725651577,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,NIG32787,E,E,0.95,"[0.02, 0.03, 0.95, 0.01, 0.01, 0.01]",0.54,Other Actors,0.7873799725651577,0.9499999999999998,0.13307235456483035,0.13440975396249055,0.3372731039317797,0.13174826251352065,0.13174826251352065,0.13174826251352065
mistral:7b,NIG19749,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.54,Other Actors,0.7873799725651577,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,NIG30663,S,S,0.85,"[0.06, 0.03, 0.1, 0.02, 0.01, 0.85]",0.54,Other Actors,0.7873799725651577,0.85,0.14031795716943884,0.1361709348117328,0.146044441634618,0.13481601137182486,0.13347456964540116,0.3091760853666751
mistral:7b,NIG23391,S,S,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.95]",0.53,Other Actors,0.7873799725651577,0.9499999999999998,0.13307235456483038,0.13440975396249058,0.13174826251352068,0.13174826251352068,0.13174826251352068,0.3372731039317798
mistral:7b,NIG33950,B,B,0.85,"[0.07, 0.12, 0.06, 0.03, 0.02, 0.69]",0.55,Other Actors,0.7873799725651577,0.85,0.14679399344374777,0.15432028242902357,0.14533336880435896,0.14103811863174823,0.13963476590365778,0.27287947078719077
mistral:7b,NIG29738,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.55,Other Actors,0.7873799725651577,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,NIG23964,E,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.54,Other Actors,0.7873799725651577,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,NIG36281,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.53,Other Actors,0.7873799725651577,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
