model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
mistral:7b,pred_conf,0.0,198,1.0,150,0.758,198
mistral:7b,pred_conf,0.1,198,1.0,150,0.758,198
mistral:7b,pred_conf,0.2,198,1.0,150,0.758,198
mistral:7b,pred_conf,0.3,198,1.0,150,0.758,198
mistral:7b,pred_conf,0.4,198,1.0,150,0.758,198
mistral:7b,pred_conf,0.5,198,1.0,150,0.758,198
mistral:7b,pred_conf,0.6,196,0.98989898989899,150,0.765,198
mistral:7b,pred_conf,0.7,187,0.9444444444444444,145,0.775,198
mistral:7b,pred_conf,0.8,150,0.7575757575757576,127,0.847,198
mistral:7b,pred_conf,0.9,148,0.7474747474747475,126,0.851,198
mistral:7b,pred_conf,0.95,148,0.7474747474747475,126,0.851,198
mistral:7b,pred_conf,0.99,0,0.0,0,,198
olmo2:7b,pred_conf,0.0,200,1.0,150,0.75,200
olmo2:7b,pred_conf,0.1,200,1.0,150,0.75,200
olmo2:7b,pred_conf,0.2,200,1.0,150,0.75,200
olmo2:7b,pred_conf,0.3,200,1.0,150,0.75,200
olmo2:7b,pred_conf,0.4,200,1.0,150,0.75,200
olmo2:7b,pred_conf,0.5,200,1.0,150,0.75,200
olmo2:7b,pred_conf,0.6,200,1.0,150,0.75,200
olmo2:7b,pred_conf,0.7,168,0.84,128,0.762,200
olmo2:7b,pred_conf,0.8,165,0.825,128,0.776,200
olmo2:7b,pred_conf,0.9,41,0.205,23,0.561,200
olmo2:7b,pred_conf,0.95,41,0.205,23,0.561,200
olmo2:7b,pred_conf,0.99,0,0.0,0,,200
gemma3:4b,pred_conf,0.0,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.1,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.2,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.3,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.4,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.5,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.6,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.7,200,1.0,109,0.545,200
gemma3:4b,pred_conf,0.8,171,0.855,101,0.591,200
gemma3:4b,pred_conf,0.9,8,0.04,0,0.0,200
gemma3:4b,pred_conf,0.95,7,0.035,0,0.0,200
gemma3:4b,pred_conf,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf,0.0,200,1.0,101,0.505,200
llama3.2:3b,pred_conf,0.1,200,1.0,101,0.505,200
llama3.2:3b,pred_conf,0.2,199,0.995,101,0.508,200
llama3.2:3b,pred_conf,0.3,199,0.995,101,0.508,200
llama3.2:3b,pred_conf,0.4,199,0.995,101,0.508,200
llama3.2:3b,pred_conf,0.5,199,0.995,101,0.508,200
llama3.2:3b,pred_conf,0.6,198,0.99,101,0.51,200
llama3.2:3b,pred_conf,0.7,183,0.915,89,0.486,200
llama3.2:3b,pred_conf,0.8,175,0.875,87,0.497,200
llama3.2:3b,pred_conf,0.9,54,0.27,29,0.537,200
llama3.2:3b,pred_conf,0.95,52,0.26,28,0.538,200
llama3.2:3b,pred_conf,0.99,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.0,198,1.0,150,0.758,198
mistral:7b,pred_conf_iso,0.1,198,1.0,150,0.758,198
mistral:7b,pred_conf_iso,0.2,198,1.0,150,0.758,198
mistral:7b,pred_conf_iso,0.3,198,1.0,150,0.758,198
mistral:7b,pred_conf_iso,0.4,187,0.9444444444444444,145,0.775,198
mistral:7b,pred_conf_iso,0.5,150,0.7575757575757576,127,0.847,198
mistral:7b,pred_conf_iso,0.6,150,0.7575757575757576,127,0.847,198
mistral:7b,pred_conf_iso,0.7,150,0.7575757575757576,127,0.847,198
mistral:7b,pred_conf_iso,0.8,148,0.7474747474747475,126,0.851,198
mistral:7b,pred_conf_iso,0.9,0,0.0,0,,198
mistral:7b,pred_conf_iso,0.95,0,0.0,0,,198
mistral:7b,pred_conf_iso,0.99,0,0.0,0,,198
olmo2:7b,pred_conf_iso,0.0,200,1.0,150,0.75,200
olmo2:7b,pred_conf_iso,0.1,200,1.0,150,0.75,200
olmo2:7b,pred_conf_iso,0.2,200,1.0,150,0.75,200
olmo2:7b,pred_conf_iso,0.3,200,1.0,150,0.75,200
olmo2:7b,pred_conf_iso,0.4,200,1.0,150,0.75,200
olmo2:7b,pred_conf_iso,0.5,200,1.0,150,0.75,200
olmo2:7b,pred_conf_iso,0.6,200,1.0,150,0.75,200
olmo2:7b,pred_conf_iso,0.7,165,0.825,128,0.776,200
olmo2:7b,pred_conf_iso,0.8,165,0.825,128,0.776,200
olmo2:7b,pred_conf_iso,0.9,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.95,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.99,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.0,200,1.0,109,0.545,200
gemma3:4b,pred_conf_iso,0.1,200,1.0,109,0.545,200
gemma3:4b,pred_conf_iso,0.2,200,1.0,109,0.545,200
gemma3:4b,pred_conf_iso,0.3,200,1.0,109,0.545,200
gemma3:4b,pred_conf_iso,0.4,171,0.855,101,0.591,200
gemma3:4b,pred_conf_iso,0.5,171,0.855,101,0.591,200
gemma3:4b,pred_conf_iso,0.6,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.7,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.8,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.9,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.95,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.0,200,1.0,101,0.505,200
llama3.2:3b,pred_conf_iso,0.1,199,0.995,101,0.508,200
llama3.2:3b,pred_conf_iso,0.2,199,0.995,101,0.508,200
llama3.2:3b,pred_conf_iso,0.3,199,0.995,101,0.508,200
llama3.2:3b,pred_conf_iso,0.4,198,0.99,101,0.51,200
llama3.2:3b,pred_conf_iso,0.5,198,0.99,101,0.51,200
llama3.2:3b,pred_conf_iso,0.6,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.7,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.8,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.9,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.95,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.99,0,0.0,0,,200
mistral:7b,pred_conf_temp,0.0,198,1.0,150,0.758,198
mistral:7b,pred_conf_temp,0.1,198,1.0,150,0.758,198
mistral:7b,pred_conf_temp,0.2,198,1.0,150,0.758,198
mistral:7b,pred_conf_temp,0.3,198,1.0,150,0.758,198
mistral:7b,pred_conf_temp,0.4,198,1.0,150,0.758,198
mistral:7b,pred_conf_temp,0.5,198,1.0,150,0.758,198
mistral:7b,pred_conf_temp,0.6,196,0.98989898989899,150,0.765,198
mistral:7b,pred_conf_temp,0.7,187,0.9444444444444444,145,0.775,198
mistral:7b,pred_conf_temp,0.8,150,0.7575757575757576,127,0.847,198
mistral:7b,pred_conf_temp,0.9,148,0.7474747474747475,126,0.851,198
mistral:7b,pred_conf_temp,0.95,1,0.005050505050505051,0,0.0,198
mistral:7b,pred_conf_temp,0.99,0,0.0,0,,198
olmo2:7b,pred_conf_temp,0.0,200,1.0,150,0.75,200
olmo2:7b,pred_conf_temp,0.1,200,1.0,150,0.75,200
olmo2:7b,pred_conf_temp,0.2,200,1.0,150,0.75,200
olmo2:7b,pred_conf_temp,0.3,200,1.0,150,0.75,200
olmo2:7b,pred_conf_temp,0.4,200,1.0,150,0.75,200
olmo2:7b,pred_conf_temp,0.5,200,1.0,150,0.75,200
olmo2:7b,pred_conf_temp,0.6,200,1.0,150,0.75,200
olmo2:7b,pred_conf_temp,0.7,168,0.84,128,0.762,200
olmo2:7b,pred_conf_temp,0.8,165,0.825,128,0.776,200
olmo2:7b,pred_conf_temp,0.9,41,0.205,23,0.561,200
olmo2:7b,pred_conf_temp,0.95,0,0.0,0,,200
olmo2:7b,pred_conf_temp,0.99,0,0.0,0,,200
gemma3:4b,pred_conf_temp,0.0,200,1.0,109,0.545,200
gemma3:4b,pred_conf_temp,0.1,200,1.0,109,0.545,200
gemma3:4b,pred_conf_temp,0.2,200,1.0,109,0.545,200
gemma3:4b,pred_conf_temp,0.3,200,1.0,109,0.545,200
