model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
mistral:7b,CAO11523,B,B,0.75,"[0.1, 0.12, 0.15, 0.03, 0.05, 0.5]",0.56,State forces (Cameroon),0.4961832061068702,0.75,0.15511281996631124,0.15824630678495966,0.16306562430796084,0.14462623472477257,0.14754787846923711,0.23140113574652707
mistral:7b,CAO3916,V,V,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.95]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13307235456483038,0.13440975396249058,0.13174826251352068,0.13174826251352068,0.13174826251352068,0.3372731039317798
mistral:7b,CAO15726,S,V,0.65,"[0.2, 0.1, 0.15, 0.05, 0.05, 0.2]",0.56,State forces (Cameroon),0.3673469387755102,0.65,0.17929235045367314,0.16223042745809998,0.17054815933942782,0.1543183561474733,0.1543183561474733,0.17929235045367314
mistral:7b,CAO2941,V,V,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.95]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13307235456483038,0.13440975396249058,0.13174826251352068,0.13174826251352068,0.13174826251352068,0.3372731039317798
mistral:7b,CAO7957,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.56,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,CAO12706,S,R,0.75,"[0.1, 0.05, 0.02, 0.1, 0.08, 0.65]",0.54,State forces (Cameroon),0.4961832061068702,0.75,0.1517958021263771,0.14439263349829795,0.14012518625572995,0.1517958021263771,0.14879004385780958,0.2631005321351451
mistral:7b,CAO12509,S,B,0.75,"[0.1, 0.05, 0.2, 0.03, 0.02, 0.75]",0.55,State forces (Cameroon),0.4961832061068702,0.75,0.14646753971736318,0.13932423351338283,0.16187166533771963,0.13656542884929845,0.13520658012813175,0.2805645524538236
mistral:7b,CAO12441,V,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,CAO9790,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,CAO9051,V,V,0.75,"[0.2, 0.05, 0.1, 0.03, 0.02, 0.15]",0.54,State forces (Cameroon),0.4961832061068702,0.75,0.18533242675409714,0.1595170979974642,0.16769571450251586,0.1563584478268581,0.1548026552762588,0.17629365764262056
mistral:7b,CAO4669,V,V,0.75,"[0.1, 0.05, 0.12, 0.03, 0.05, 0.6]",0.54,State forces (Cameroon),0.4961832061068702,0.75,0.1537568499839037,0.14625803992323136,0.15686294439187143,0.14336193669319783,0.14625803992323136,0.2535021890843107
mistral:7b,CAO9208,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.56,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,CAO5673,V,V,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.92]",0.55,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13441216516607782,0.13576302988414168,0.13307474177654105,0.13307474177654105,0.13307474177654105,0.33060057961982675
mistral:7b,CAO11538,S,P,0.65,"[0.1, 0.05, 0.2, 0.65, 0.03, 0.02]",0.55,State forces (Cameroon),0.3673469387755102,0.65,0.1504853862476537,0.1431461273561233,0.1663120724762879,0.26082924985868644,0.1403116441234719,0.1389155199375158
mistral:7b,CAO14854,S,B,0.75,"[0.1, 0.05, 0.12, 0.03, 0.02, 0.65]",0.56,State forces (Cameroon),0.4961832061068702,0.75,0.15243451761053708,0.14500019846071513,0.15551389913260205,0.14212900216040922,0.1407147949598483,0.264207587675624
mistral:7b,CAO13574,S,V,0.75,"[0.1, 0.05, 0.02, 0.03, 0.05, 0.75]",0.54,State forces (Cameroon),0.4961832061068702,0.75,0.14984618638910843,0.14253810164253836,0.13832546409948462,0.13971565812567954,0.14253810164253836,0.2870364881003636
mistral:7b,CAO12795,E,S,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.95]",0.55,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13307235456483038,0.13440975396249058,0.13174826251352068,0.13174826251352068,0.13174826251352068,0.3372731039317798
mistral:7b,CAO12747,S,E,0.95,"[0.02, 0.03, 0.95, 0.01, 0.01, 0.01]",0.55,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13307235456483035,0.13440975396249055,0.3372731039317797,0.13174826251352065,0.13174826251352065,0.13174826251352065
mistral:7b,CAO5330,V,V,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.95]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13307235456483038,0.13440975396249058,0.13174826251352068,0.13174826251352068,0.13174826251352068,0.3372731039317798
mistral:7b,CAO15524,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,CAO10713,B,B,0.95,"[0.02, 0.03, 0.87, 0.01, 0.01, 0.06]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13567402759291577,0.13703757423920662,0.3174293115458854,0.1343240484624463,0.1343240484624463,0.14121098969678209
mistral:7b,CAO5288,V,V,0.75,"[0.12, 0.08, 0.1, 0.03, 0.02, 0.69]",0.54,State forces (Cameroon),0.4961832061068702,0.75,0.15318571678985304,0.14717921892066954,0.15015243636695833,0.1400012037123731,0.1386081684601184,0.2708732557497567
mistral:7b,CAO12666,V,S,0.65,"[0.2, 0.1, 0.15, 0.05, 0.03, 0.42]",0.54,State forces (Cameroon),0.3673469387755102,0.65,0.17222030163046095,0.15583137306068046,0.16382101840728275,0.14823138731566712,0.14529620918923672,0.21459971039645737
mistral:7b,CAO4315,V,V,0.65,"[0.2, 0.1, 0.3, 0.05, 0.05, 0.25]",0.55,State forces (Cameroon),0.3673469387755102,0.65,0.1729297383596149,0.15647329795894796,0.19111691770547712,0.14884200516721882,0.14884200516721882,0.18179603564133132
mistral:7b,CAO4519,S,E,0.95,"[0.02, 0.01, 0.95, 0.0, 0.01, 0.01]",0.55,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13360308058636017,0.1322737077229026,0.33861823390414764,0.13095756234044575,0.1322737077229026,0.1322737077229026
mistral:7b,CAO10441,V,V,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.95]",0.54,State forces (Cameroon),0.8730434782608696,0.9499999999999998,0.13307235456483038,0.13440975396249058,0.13174826251352068,0.13174826251352068,0.13174826251352068,0.3372731039317798
