event_id,model,true_label,pred_label,pred_conf_temp,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO2867,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO4298,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO15728,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO8950,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO4199,mistral:7b,B,V,0.85,State forces (Cameroon),,,,,,
CAO9728,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO14085,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO14704,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO9333,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO12077,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11393,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO13082,mistral:7b,B,V,0.75,State forces (Cameroon),,,,,,
CAO15743,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO9917,mistral:7b,B,V,0.85,State forces (Cameroon),,,,,,
CAO7219,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12379,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO14676,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO12077,olmo2:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12471,olmo2:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO10410,olmo2:7b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO15037,olmo2:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
