model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm
mistral:7b,CAO13652,V,V,0.78,"[0.12, 0.03, 0.02, 0.04, 0.05, 0.78]",0.67,State forces (Cameroon)
mistral:7b,CAO5524,V,V,0.9,"[0.05, 0.02, 0.01, 0.01, 0.01, 0.9]",0.56,State forces (Cameroon)
mistral:7b,CAO13860,V,V,0.9,"[0.05, 0.02, 0.01, 0.01, 0.01, 0.9]",0.56,State forces (Cameroon)
mistral:7b,CAO11648,V,V,0.98,"[0.02, 0.01, 0.01, 0.0, 0.0, 0.96]",0.58,State forces (Cameroon)
mistral:7b,CAO12246,B,B,0.98,"[0.02, 0.01, 0.01, 0.0, 0.0, 0.96]",0.57,State forces (Cameroon)
mistral:7b,CAO5148,V,V,0.98,"[0.02, 0.01, 0.01, 0.0, 0.0, 0.96]",0.56,State forces (Cameroon)
mistral:7b,CAO11975,V,V,0.75,"[0.1, 0.05, 0.02, 0.03, 0.05, 0.75]",0.56,State forces (Cameroon)
mistral:7b,CAO7653,V,R,0.75,"[0.1, 0.05, 0.02, 0.03, 0.08, 0.75]",0.55,State forces (Cameroon)
mistral:7b,CAO11405,S,S,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.91]",0.55,State forces (Cameroon)
mistral:7b,CAO15096,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.57,State forces (Cameroon)
mistral:7b,CAO5005,S,S,0.75,"[0.1, 0.05, 0.02, 0.02, 0.03, 0.75]",0.56,State forces (Cameroon)
mistral:7b,CAO5007,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.56,State forces (Cameroon)
mistral:7b,CAO12628,V,V,0.9,"[0.05, 0.02, 0.01, 0.01, 0.01, 0.9]",0.56,State forces (Cameroon)
mistral:7b,CAO3179,S,R,0.65,"[0.1, 0.05, 0.02, 0.03, 0.2, 0.6]",0.55,State forces (Cameroon)
mistral:7b,CAO12883,S,R,0.75,"[0.1, 0.05, 0.02, 0.03, 0.08, 0.75]",0.56,State forces (Cameroon)
mistral:7b,CAO15042,S,S,0.85,"[0.04, 0.03, 0.02, 0.02, 0.04, 0.85]",0.57,State forces (Cameroon)
mistral:7b,CAO12495,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.55,State forces (Cameroon)
mistral:7b,CAO14671,S,S,0.75,"[0.1, 0.05, 0.02, 0.03, 0.05, 0.75]",0.55,State forces (Cameroon)
mistral:7b,CAO4935,S,V,0.75,"[0.2, 0.05, 0.1, 0.01, 0.01, 0.63]",0.55,State forces (Cameroon)
mistral:7b,CAO8957,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.56,State forces (Cameroon)
mistral:7b,CAO10497,V,V,0.85,"[0.04, 0.03, 0.1, 0.02, 0.02, 0.78]",0.55,State forces (Cameroon)
mistral:7b,CAO12776,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.56,State forces (Cameroon)
mistral:7b,CAO4338,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.55,State forces (Cameroon)
mistral:7b,CAO13006,V,V,0.9,"[0.05, 0.02, 0.01, 0.03, 0.01, 0.9]",0.56,State forces (Cameroon)
mistral:7b,CAO4239,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.55,State forces (Cameroon)
mistral:7b,CAO8979,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.56,State forces (Cameroon)
mistral:7b,CAO13845,B,V,0.9,"[0.05, 0.03, 0.02, 0.01, 0.01, 0.9]",0.55,State forces (Cameroon)
mistral:7b,CAO15710,S,V,0.65,"[0.2, 0.3, 0.1, 0.05, 0.1, 0.2]",0.56,State forces (Cameroon)
mistral:7b,CAO8017,S,S,0.95,"[0.02, 0.01, 0.01, 0.01, 0.01, 0.95]",0.56,State forces (Cameroon)
mistral:7b,CAO4061,S,S,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.95]",0.56,State forces (Cameroon)
mistral:7b,CAO9658,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.56,State forces (Cameroon)
mistral:7b,CAO8684,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.56,State forces (Cameroon)
mistral:7b,CAO7035,V,S,0.65,"[0.2, 0.1, 0.15, 0.05, 0.05, 0.2]",0.56,State forces (Cameroon)
mistral:7b,CAO15434,V,V,0.92,"[0.05, 0.03, 0.01, 0.0, 0.0, 0.92]",0.57,State forces (Cameroon)
mistral:7b,CAO9461,B,B,0.98,"[0.02, 0.01, 0.01, 0.0, 0.0, 0.96]",0.56,State forces (Cameroon)
mistral:7b,CAO6455,B,B,0.85,"[0.04, 0.85, 0.02, 0.01, 0.01, 0.08]",0.57,State forces (Cameroon)
mistral:7b,CAO10195,V,V,0.65,"[0.2, 0.1, 0.15, 0.05, 0.05, 0.2]",0.56,State forces (Cameroon)
