event_id,model,true_label,pred_label,pred_conf_temp,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO14676,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO11931,mistral:7b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10495,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO11059,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO11393,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO9333,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO11652,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO10215,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO9728,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO11115,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO15743,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO3671,mistral:7b,B,V,0.94,State forces (Cameroon),,,,,,
CAO6151,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO10618,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO15043,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO2867,mistral:7b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12077,olmo2:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11931,olmo2:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO10410,olmo2:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO15037,olmo2:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
