model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
mistral:7b,CAO4284,B,E,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.6,State forces (Cameroon),0.8501805054151623,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO12694,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.85]",0.61,State forces (Cameroon),0.5130434782608696,0.85,0.13968338546473227,0.13829351255687913,0.13691746911552669,0.13555511753518404,0.13555511753518404,0.3139953977921798
mistral:7b,CAO14676,S,V,0.75,"[0.12, 0.06, 0.03, 0.01, 0.04, 0.75]",0.59,State forces (Cameroon),0.30973451327433627,0.75,0.1526191713185242,0.1437313226928045,0.13948342013825146,0.13672146336780283,0.1408852518161121,0.2865593706662183
mistral:7b,CAO5486,V,V,0.95,"[0.02, 0.01, 0.01, 0.01, 0.01, 0.95]",0.59,State forces (Cameroon),0.8501805054151623,0.9499999999999998,0.1334274706369884,0.13209984512172238,0.13209984512172238,0.13209984512172238,0.13209984512172238,0.3381731488757839
mistral:7b,CAO11931,S,V,0.85,"[0.06, 0.04, 0.02, 0.01, 0.01, 0.85]",0.6,State forces (Cameroon),0.5130434782608696,0.85,0.1419075102112836,0.139097553241365,0.13634323714740174,0.1349865992706085,0.1349865992706085,0.3126785008584201
mistral:7b,CAO12471,B,B,0.95,"[0.02, 0.03, 0.95, 0.0, 0.01, 0.0]",0.59,State forces (Cameroon),0.8501805054151623,0.9499999999999998,0.13342216536509674,0.13476308041974747,0.3381597026154847,0.13078022948058235,0.13209459263816803,0.13078022948058235
mistral:7b,CAO3495,V,R,0.75,"[0.1, 0.05, 0.02, 0.03, 0.04, 0.75]",0.6,State forces (Cameroon),0.30973451327433627,0.75,0.1500590117554348,0.14274054739326814,0.1385219266740662,0.13991409518196146,0.14132025521597036,0.28744416377901155
mistral:7b,CAO10495,S,V,0.75,"[0.12, 0.03, 0.04, 0.02, 0.06, 0.75]",0.61,State forces (Cameroon),0.30973451327433627,0.75,0.1524097491133776,0.13929202265407972,0.14069193075524494,0.13790604387125696,0.14353409628745242,0.28616615731830214
mistral:7b,CAO10806,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.61,State forces (Cameroon),0.8501805054151623,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO5541,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.6,State forces (Cameroon),0.8501805054151623,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO9887,V,B,0.95,"[0.02, 0.03, 0.95, 0.0, 0.01, 0.01]",0.6,State forces (Cameroon),0.8501805054151623,0.9499999999999998,0.13324703037751082,0.13458618529627403,0.33771582138212625,0.13060856239810104,0.13192120027282495,0.13192120027282495
mistral:7b,CAO5016,B,B,0.95,"[0.02, 0.03, 0.01, 0.0, 0.0, 0.94]",0.61,State forces (Cameroon),0.8501805054151623,0.9499999999999998,0.13387261260384747,0.13521805472851026,0.13254055785200597,0.1312217572664005,0.1312217572664005,0.33592526028249936
mistral:7b,CAO6608,B,B,0.95,"[0.02, 0.03, 0.95, 0.0, 0.01, 0.01]",0.61,State forces (Cameroon),0.8501805054151623,0.9499999999999998,0.13324703037751082,0.13458618529627403,0.33771582138212625,0.13060856239810104,0.13192120027282495,0.13192120027282495
mistral:7b,CAO7875,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.6,State forces (Cameroon),0.8501805054151623,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO6363,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.59,State forces (Cameroon),0.8501805054151623,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO6892,B,B,0.95,"[0.02, 0.03, 0.95, 0.0, 0.01, 0.01]",0.6,State forces (Cameroon),0.8501805054151623,0.9499999999999998,0.13324703037751082,0.13458618529627403,0.33771582138212625,0.13060856239810104,0.13192120027282495,0.13192120027282495
mistral:7b,CAO6300,V,V,0.95,"[0.02, 0.01, 0.01, 0.01, 0.01, 0.95]",0.61,State forces (Cameroon),0.8501805054151623,0.9499999999999998,0.1334274706369884,0.13209984512172238,0.13209984512172238,0.13209984512172238,0.13209984512172238,0.3381731488757839
