model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
mistral:7b,CAO9982,V,V,0.95,"[0.1, 0.05, 0.3, 0.05, 0.05, 0.4]",0.75,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15564323847209072,0.14805242815923425,0.19010308075879265,0.14805242815923425,0.14805242815923425,0.21009639629120386
mistral:7b,CAO13564,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.91,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15554238255737637,0.17190091773060928,0.18997989506638382,0.16351721104403205,0.15554238255737637,0.16351721104403205
mistral:7b,CAO4215,S,E,0.95,"[0.1, 0.2, 0.3, 0.2, 0.05, 0.1]",0.69,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15666678213832064,0.17314357144776532,0.19135323981582328,0.17314357144776532,0.1490260530118135,0.15666678213832064
mistral:7b,CAO12863,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.75,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15241141246503234,0.14497822016645368,0.168440660639186,0.14497822016645368,0.1379075489340735,0.25128393762854945
mistral:7b,CAO12365,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",1.1,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15554238255737637,0.17190091773060928,0.18997989506638382,0.16351721104403205,0.15554238255737637,0.16351721104403205
mistral:7b,CAO5779,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.87,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO12008,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.75,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15554238255737637,0.17190091773060928,0.18997989506638382,0.16351721104403205,0.15554238255737637,0.16351721104403205
mistral:7b,CAO3511,B,B,0.95,"[0.1, 0.3, 0.35, 0.05, 0.05, 0.15]",0.76,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15481893791522644,0.18909627778508567,0.19879145126775222,0.14726832921491262,0.14726832921491262,0.1627566746019117
mistral:7b,CAO9790,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.82,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO7171,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.82,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO9664,B,B,0.95,"[0.05, 0.05, 0.15, 0.2, 0.2, 0.35]",0.81,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.1475209500197407,0.1475209500197407,0.16303586376870854,0.17139489125274232,0.17139489125274232,0.1991324536861263
mistral:7b,CAO9059,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.76,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO5673,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.87,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO10405,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.83,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15241141246503234,0.14497822016645368,0.168440660639186,0.14497822016645368,0.1379075489340735,0.25128393762854945
mistral:7b,CAO6111,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.87,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO4500,B,B,0.95,"[0.1, 0.35, 0.2, 0.1, 0.1, 0.15]",0.67,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15526823335288353,0.19936835802930575,0.17159793600259016,0.15526823335288353,0.15526823335288353,0.16322900590925418
mistral:7b,CAO12811,S,V,0.85,"[0.1, 0.05, 0.15, 0.05, 0.05, 0.6]",0.9,State forces (Cameroon),0.36486486486486486,0.85,0.1525860130882894,0.14514430541683196,0.16040926527097235,0.14514430541683196,0.14514430541683196,0.25157180538999085
mistral:7b,CAO6200,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.79,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO7761,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.89,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15554238255737637,0.17190091773060928,0.18997989506638382,0.16351721104403205,0.15554238255737637,0.16351721104403205
mistral:7b,CAO3384,B,B,0.95,"[0.1, 0.35, 0.2, 0.1, 0.05, 0.2]",0.69,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15514467473824692,0.1992097056276616,0.17146138261501606,0.15514467473824692,0.14757817966561307,0.17146138261501606
mistral:7b,CAO13662,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.82,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15554238255737637,0.17190091773060928,0.18997989506638382,0.16351721104403205,0.15554238255737637,0.16351721104403205
mistral:7b,CAO9108,S,V,0.85,"[0.1, 0.05, 0.15, 0.0, 0.0, 0.7]",0.82,State forces (Cameroon),0.36486486486486486,0.85,0.15073193564887058,0.14338065240115383,0.15846012724846853,0.1363878954680865,0.1363878954680865,0.2746514937650595
mistral:7b,CAO4953,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.7,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15554238255737637,0.17190091773060928,0.18997989506638382,0.16351721104403205,0.15554238255737637,0.16351721104403205
mistral:7b,CAO5789,S,P,0.85,"[0.1, 0.05, 0.1, 0.2, 0.1, 0.35]",0.87,State forces (Cameroon),0.36486486486486486,0.85,0.1577181151500245,0.15002611190749515,0.1577181151500245,0.1743054741175133,0.1577181151500245,0.20251406852471543
mistral:7b,CAO10055,B,B,0.95,"[0.1, 0.2, 0.3, 0.15, 0.1, 0.15]",0.84,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15554238255737637,0.17190091773060928,0.18997989506638382,0.16351721104403205,0.15554238255737637,0.16351721104403205
mistral:7b,CAO14742,S,E,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.85,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO15728,S,V,0.95,"[0.1, 0.05, 0.2, 0.0, 0.0, 0.65]",0.83,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15153057557096783,0.14414034219463367,0.16746718532029783,0.1371105347531374,0.1371105347531374,0.2626408274075634
mistral:7b,CAO13570,B,B,0.95,"[0.1, 0.05, 0.2, 0.05, 0.0, 0.6]",0.8,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15241141246503234,0.14497822016645368,0.168440660639186,0.14497822016645368,0.1379075489340735,0.25128393762854945
mistral:7b,CAO9789,B,B,0.95,"[0.05, 0.05, 0.1, 0.15, 0.3, 0.35]",0.8,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.14726832921491262,0.14726832921491262,0.15481893791522644,0.1627566746019117,0.18909627778508567,0.19879145126775222
mistral:7b,CAO14359,S,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.88,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO9311,V,V,0.95,"[0.05, 0.02, 0.1, 0.15, 0.18, 0.4]",0.84,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.14959347643852866,0.14517232105776412,0.15726329798623295,0.16532635969369647,0.1703612969283995,0.21228324789516603
mistral:7b,CAO10635,S,V,0.85,"[0.1, 0.05, 0.03, 0.02, 0.01, 0.79]",0.83,State forces (Cameroon),0.36486486486486486,0.85,0.14893393884910736,0.14167034494006095,0.13886508415715815,0.13748335348335863,0.1361153712594773,0.29693190731054075
mistral:7b,CAO6268,V,V,0.95,"[0.1, 0.05, 0.2, 0.05, 0.05, 0.55]",0.73,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15320572147271627,0.1457337902667086,0.16931850785444383,0.1457337902667086,0.1457337902667086,0.24027439987247376
mistral:7b,CAO4943,B,B,0.95,"[0.1, 0.35, 0.2, 0.1, 0.05, 0.2]",0.72,State forces (Cameroon),0.75107296137339,0.9499999999999998,0.15514467473824692,0.1992097056276616,0.17146138261501606,0.15514467473824692,0.14757817966561307,0.17146138261501606
