event_id,model,true_label,pred_label,pred_conf_temp,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO12811,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12793,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO14359,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO5476,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11393,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO5005,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12485,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO15910,mistral:7b,S,V,0.85,State forces (Cameroon),,,,,,
CAO6152,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO14085,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO13574,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11972,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12730,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO3887,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO9683,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO2867,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11462,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12781,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO14340,mistral:7b,S,V,0.85,State forces (Cameroon),,,,,,
CAO13682,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO9108,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11931,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO2866,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO13298,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11652,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO5731,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO15038,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO9183,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO14463,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11205,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO9455,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO7337,mistral:7b,S,V,0.9499999999999998,State forces (Cameroon),,,,,,
