event_id,model,true_label,pred_label,pred_conf_temp,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO2867,mistral:7b,S,V,0.85,State forces (Cameroon),,,,,,
CAO4298,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO9618,mistral:7b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO15728,mistral:7b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO8950,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO4199,mistral:7b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO9728,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO14704,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO9333,mistral:7b,S,V,0.65,State forces (Cameroon),,,,,,
CAO12077,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO11393,mistral:7b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO13082,mistral:7b,B,V,0.75,State forces (Cameroon),,,,,,
CAO15743,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO3671,mistral:7b,B,V,0.94,State forces (Cameroon),,,,,,
CAO9917,mistral:7b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO7219,mistral:7b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO12471,mistral:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12379,mistral:7b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO14676,mistral:7b,S,V,0.75,State forces (Cameroon),,,,,,
CAO6151,olmo2:7b,B,V,0.85,State forces (Cameroon),,,,,,
CAO12077,olmo2:7b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO12471,olmo2:7b,B,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO3243,olmo2:7b,S,V,0.85,State forces (Cameroon),,,,,,
CAO2867,olmo2:7b,S,V,0.8999999999999999,State forces (Cameroon),,,,,,
CAO11393,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO11941,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO11115,gemma3:4b,S,V,0.8,State forces (Cameroon),,,,,,
CAO11983,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO4309,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO14932,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO13573,gemma3:4b,S,V,0.75,State forces (Cameroon),,,,,,
CAO11938,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO13663,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO12892,gemma3:4b,S,V,0.8,State forces (Cameroon),,,,,,
CAO13957,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO8950,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO7255,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO7017,gemma3:4b,B,V,0.8,State forces (Cameroon),,,,,,
CAO10812,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO9208,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO13960,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO3447,gemma3:4b,S,V,0.8,State forces (Cameroon),,,,,,
CAO3901,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO15046,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO6151,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO8944,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO12077,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO6152,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO12471,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO9658,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO14078,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO5023,gemma3:4b,B,V,0.8700000000000001,State forces (Cameroon),,,,,,
CAO14676,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO14854,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO6892,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO9333,gemma3:4b,S,V,0.8,State forces (Cameroon),,,,,,
CAO8053,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO11931,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO9860,gemma3:4b,S,V,0.8,State forces (Cameroon),,,,,,
CAO10023,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO14464,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO10124,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO14085,gemma3:4b,S,V,0.8,State forces (Cameroon),,,,,,
CAO5682,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO14632,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO14477,gemma3:4b,S,V,0.75,State forces (Cameroon),,,,,,
CAO11453,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO9493,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO3243,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO10806,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO13117,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO4953,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO3869,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO5016,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO15736,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO2867,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12596,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO12509,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11443,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO7337,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO7725,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO3409,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO12197,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO9799,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO4982,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO8495,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO6193,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO15743,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO12647,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO3671,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO3379,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO15906,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11652,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO11390,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO12520,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO10401,gemma3:4b,S,V,0.8,State forces (Cameroon),,,,,,
CAO14795,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO6821,gemma3:4b,B,V,0.85,State forces (Cameroon),,,,,,
CAO9790,gemma3:4b,B,V,0.8700000000000001,State forces (Cameroon),,,,,,
CAO11454,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO2871,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO15037,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO13380,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO11121,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO9885,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO11562,gemma3:4b,B,V,0.8899999999999999,State forces (Cameroon),,,,,,
CAO2944,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO11600,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO11235,gemma3:4b,S,V,0.85,State forces (Cameroon),,,,,,
CAO5844,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO5094,gemma3:4b,B,V,0.86,State forces (Cameroon),,,,,,
CAO11049,gemma3:4b,S,V,0.86,State forces (Cameroon),,,,,,
CAO13662,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO15043,gemma3:4b,S,V,0.75,State forces (Cameroon),,,,,,
CAO11075,gemma3:4b,B,V,0.8800000000000001,State forces (Cameroon),,,,,,
CAO11115,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO11983,llama3.2:3b,S,V,0.85,State forces (Cameroon),,,,,,
CAO14932,llama3.2:3b,B,V,0.9499999999999998,State forces (Cameroon),,,,,,
CAO13957,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO8950,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO10812,llama3.2:3b,B,V,0.92,State forces (Cameroon),,,,,,
CAO9208,llama3.2:3b,B,V,0.85,State forces (Cameroon),,,,,,
